지점,지점명,일시,평균기온(°C),평균상대습도(%),월합강수량(00~24h만)(mm),합계 일조시간(hr)
98,동두천,2016-03,6.5,50,53.3,243.8
98,동두천,2016-04,13.8,52,86.5,217.4
98,동두천,2016-05,18.5,59,151.8,266.8
98,동두천,2016-06,22.7,65,29.5,228.9
98,동두천,2016-07,25.1,76,366.3,156.9
98,동두천,2016-08,26.5,70,70.4,231.1
98,동두천,2016-09,21.6,69,39.6,196.5
98,동두천,2016-10,14.6,67,154.9,185.2
98,동두천,2016-11,6.1,59,18.1,155.2
98,동두천,2016-12,.6,61,67.7,150.6
98,동두천,2017-01,-2.5,56,15.5,205.4
98,동두천,2017-02,-.8,53,15.1,207.9
98,동두천,2017-03,5.6,48,15.1,237
98,동두천,2017-04,13.2,51,67.5,252.9
98,동두천,2017-05,18.4,55,22.7,289.6
98,동두천,2017-06,22.2,59,50.5,251.8
98,동두천,2017-07,26,81,376.3,119.6
98,동두천,2017-08,24.5,77,334.6,154.4
98,동두천,2017-09,20.1,68,25.3,229.5
98,동두천,2017-10,14.1,65,18.5,152.9
98,동두천,2017-11,4.2,57,19,160.1
98,동두천,2017-12,-3.3,58,29.6,185.3
98,동두천,2018-01,-5.4,51,7,198
98,동두천,2018-02,-2.6,45,30.7,215
98,동두천,2018-03,7.4,58,38.7,209
98,동두천,2018-04,12.4,55,125.9,215.9
98,동두천,2018-05,17.4,65,242.9,242.6
98,동두천,2018-06,22.1,67,193.6,237
98,동두천,2018-07,26.3,75,216.9,240.5
98,동두천,2018-08,27.2,72,407.4,226.3
98,동두천,2018-09,19.8,69,56.5,210
98,동두천,2018-10,11.4,65,107.9,230.7
98,동두천,2018-11,6.4,62,61.5,166.6
98,동두천,2018-12,-2,48,11,198.7
98,동두천,2019-01,-2.4,46,.4,212.7
98,동두천,2019-02,-.3,54,26.7,202
98,동두천,2019-03,5.7,62,32.5,221.6
98,동두천,2019-04,11,60,34.8,219.2
98,동두천,2019-05,18.3,57,34.5,323
98,동두천,2019-06,21.1,75,63.2,237.8
98,동두천,2019-07,24.6,82,329.8,151.8
98,동두천,2019-08,25.4,83,135.2,249.4
98,동두천,2019-09,20.8,81,247.5,179.5
98,동두천,2019-10,14.4,79,38.2,223.8
98,동두천,2019-11,5.7,71,58.1,194.5
98,동두천,2019-12,0,73,27.2,148
98,동두천,2020-01,0,71,71.4,186.6
98,동두천,2020-02,1.2,72,54.8,179.4
98,동두천,2020-03,6.7,57,19.7,254.1
98,동두천,2020-04,10.2,54,19.5,280.7
98,동두천,2020-05,17.1,77,134.3,205.7
98,동두천,2020-06,22.8,76,128.6,245.1
98,동두천,2020-07,23,85,248,167.1
98,동두천,2020-08,25.3,93,757.8,101.4
98,동두천,2020-09,19.5,83,130.4,208.2
98,동두천,2020-10,12,72,2.9,235.8
98,동두천,2020-11,6.3,70,73.9,177.6
98,동두천,2020-12,-2.2,64,.6,198.6
98,동두천,2021-01,-4.2,64,15.4,188.8
98,동두천,2021-02,1.3,60,8.5,189.6
98,동두천,2021-03,7.7,68,107.8,238.4
98,동두천,2021-04,13,60,99.3,239
98,동두천,2021-05,15.8,77,228.8,210.8
98,동두천,2021-06,21.3,83,103.3,207.7
98,동두천,2021-07,26.4,83,100.2,237.8
98,동두천,2021-08,24.3,85,140.6,163.4
98,동두천,2021-09,20.8,82,100.6,203.5
98,동두천,2021-10,13.7,80,71.2,186.5
98,동두천,2021-11,6.4,73,51.6,166.8
98,동두천,2021-12,-1.1,66,8.3,185.1
98,동두천,2022-01,-3.9,60,6.5,214.7
98,동두천,2022-02,-2.6,56,7.1,220
98,동두천,2022-03,6.4,64,91,201.9
98,동두천,2022-04,13.6,56,17.8,262.9
98,동두천,2022-05,17.4,60,16.4,305.2
98,동두천,2022-06,21.5,81,522.8,162.2
98,동두천,2022-07,25.8,85,302.7,189
98,동두천,2022-08,24.2,88,506.8,143.4
98,동두천,2022-09,20,79,204.5,220
98,동두천,2022-10,12.3,78,146.3,204.7
98,동두천,2022-11,8,72,88.7,177.6
98,동두천,2022-12,-4.9,64,12,198.8
98,동두천,2023-01,-3.7,70,49.8,186.5
98,동두천,2023-02,.6,61,.5,197
98,동두천,2023-03,8.3,51,14.4,251.2
98,동두천,2023-04,12.7,59,94.6,198.9
98,동두천,2023-05,18,68,158.7,244.2
98,동두천,2023-06,22,79,218.4,193
98,동두천,2023-07,25.6,87,355.6,164.6
98,동두천,2023-08,25.6,87,255.9,161.6
98,동두천,2023-09,21.8,84,56.3,165.9
98,동두천,2023-10,13.6,77,38.5,206.3
98,동두천,2023-11,5.4,68,93.4,161.7
98,동두천,2023-12,-.5,72,76.6,151.8
99,파주,2008-01,-4.2,64,8.5,162.4
99,파주,2008-02,-3.6,58,7.8,227
99,파주,2008-03,5.4,69,47.1,189.4
99,파주,2008-04,12.3,65,38.3,202.7
99,파주,2008-05,16,71,63.6,198.9
99,파주,2008-06,20.3,75,79.6,191.7
99,파주,2008-07,24.1,85,576.6,88.2
99,파주,2008-08,24.2,79,295.1,221.2
99,파주,2008-09,19.9,79,111.5,193.6
99,파주,2008-10,13.8,77,24,185.9
99,파주,2008-11,5.2,69,19.4,169.1
99,파주,2008-12,-1,68,31,162.9
99,파주,2009-01,-4.6,62,2.5,214.2
99,파주,2009-02,1,68,38.6,132.4
99,파주,2009-03,4.6,62,61.6,191.9
99,파주,2009-04,10.5,63,79,198.9
99,파주,2009-05,17.5,68,150.6,228
99,파주,2009-06,21,76,106.1,180.9
99,파주,2009-07,23.3,82,388.5,159.2
99,파주,2009-08,24.2,80,424,189.5
99,파주,2009-09,19.5,79,18.5,198.6
99,파주,2009-10,13.2,76,70.5,208.6
99,파주,2009-11,5,72,147.5,126.9
99,파주,2009-12,-3.1,70,19.9,147.1
99,파주,2010-01,-7.1,72,23.7,177.2
99,파주,2010-02,-.5,68,40.3,141.8
99,파주,2010-03,3.5,65,74.1,142.9
99,파주,2010-04,8.2,64,52.5,163.9
99,파주,2010-05,15.9,74,115.6,172.4
99,파주,2010-06,22.1,76,160.9,207.8
99,파주,2010-07,25.1,85,328.2,121.1
99,파주,2010-08,25.7,88,525.9,108.7
99,파주,2010-09,20.7,84,439,149.7
99,파주,2010-10,12.4,75,25.5,200.9
99,파주,2010-11,4.5,67,14.3,176.1
99,파주,2010-12,-2.9,66,27.2,152.3
99,파주,2011-01,-10.6,65,9,227
99,파주,2011-02,-1.2,67,28.5,167.8
99,파주,2011-03,2.7,58,8.3,239.4
99,파주,2011-04,9.2,62,93.3,193
99,파주,2011-05,16.8,69,120.1,191.7
99,파주,2011-06,21,79,341.1,171.7
99,파주,2011-07,24.3,88,1093.1,93.4
99,파주,2011-08,25,88,235.2,99.9
99,파주,2011-09,19.9,76,27.5,188.7
99,파주,2011-10,11.6,74,33.4,209.3
99,파주,2011-11,9.3,75,67.7,140.8
99,파주,2011-12,-2.7,66,6.1,191.6
99,파주,2012-01,-5,60,7.3,201.1
99,파주,2012-02,-4,53,0,231.6
99,파주,2012-03,4.2,62,32.4,199.2
99,파주,2012-04,11.4,67,121.5,212.9
99,파주,2012-05,18.2,68,26.4,256.2
99,파주,2012-06,23.3,69,81.2,247.6
99,파주,2012-07,24.9,87,293,145.3
99,파주,2012-08,26.2,86,540.3,182.9
99,파주,2012-09,19.6,83,150.1,199.3
99,파주,2012-10,13.4,77,79.7,243.7
99,파주,2012-11,4.1,73,69.5,178.3
99,파주,2012-12,-6.1,70,34.7,186.1
99,파주,2013-01,-5.9,71,22.3,161.9
99,파주,2013-02,-2.8,67,53,182
99,파주,2013-03,3.8,63,26,255.2
99,파주,2013-04,9.4,64,58.3,208.2
99,파주,2013-05,17.1,73,139.6,227.7
99,파주,2013-06,23.5,76,33.9,248.7
99,파주,2013-07,25.4,87,692,104.5
99,파주,2013-08,27.2,82,151.9,234.9
99,파주,2013-09,20.5,79,67.8,186.7
99,파주,2013-10,13.3,73,17.5,248.2
99,파주,2013-11,3.9,72,57.9,182.8
99,파주,2013-12,-3.1,74,27.2,184.1
99,파주,2014-01,-3.1,64,7.8,191.4
99,파주,2014-02,-.2,63,19.5,182.1
99,파주,2014-03,6,62,5.1,219.2
99,파주,2014-04,12.1,61,18.7,205.1
99,파주,2014-05,16.8,64,70.7,301.4
99,파주,2014-06,21.7,73,59.4,196.8
99,파주,2014-07,24.7,76,164.6,200.9
99,파주,2014-08,23.7,79,120.2,182.6
99,파주,2014-09,19.9,75,63.8,216.2
99,파주,2014-10,13.2,68,56.5,243.2
99,파주,2014-11,6.5,66,43.5,195.5
99,파주,2014-12,-5.1,60,12.9,190.5
99,파주,2015-01,-3.1,61,20.9,198.8
99,파주,2015-02,-.7,63,22.3,181.7
99,파주,2015-03,4.1,51,7.7,261.8
99,파주,2015-04,11.8,57,63.4,223.3
99,파주,2015-05,17,61,26.8,288.7
99,파주,2015-06,21.5,67,82.8,259.5
99,파주,2015-07,24.1,75,220.1,198.8
99,파주,2015-08,24.5,77,33.5,233.8
99,파주,2015-09,19.7,69,31.8,263.3
99,파주,2015-10,13.1,69,74.1,230.7
99,파주,2015-11,7.4,76,111.6,99.3
99,파주,2015-12,-.2,66,21.2,183.3
99,파주,2016-01,-5,58,1,203.1
99,파주,2016-02,-1.2,55,65.9,199.7
99,파주,2016-03,5.4,58,57.4,250.6
99,파주,2016-04,12.6,60,89.3,220.5
99,파주,2016-05,17.4,67,157.7,264.3
99,파주,2016-06,21.5,73,28.6,239.8
99,파주,2016-07,24.4,83,377.9,174.5
99,파주,2016-08,26,78,31.9,253.7
99,파주,2016-09,21.1,76,26.4,221
99,파주,2016-10,13.7,75,249.9,192.8
99,파주,2016-11,4.7,67,15.8,166.9
99,파주,2016-12,-.6,68,62.1,168.8
99,파주,2017-01,-3.9,63,12.8,217.1
99,파주,2017-02,-2.3,62,16.5,212.2
99,파주,2017-03,3.8,59,9,246.2
99,파주,2017-04,11.7,62,65.7,256
99,파주,2017-05,16.8,66,44.1,299.6
99,파주,2017-06,20.9,69,42.7,290.2
99,파주,2017-07,25.3,89,364.3,135.5
99,파주,2017-08,23.7,87,318.1,174.6
99,파주,2017-09,19.1,80,23.1,239.4
99,파주,2017-10,13,74,9.8,158.4
99,파주,2017-11,2.8,70,16.8,168.8
99,파주,2017-12,-4.6,70,24.9,170.4
99,파주,2018-01,-6.8,64,6.1,200.4
99,파주,2018-02,-4.2,57,28.6,216.3
99,파주,2018-03,5.8,71,36.3,207.8
99,파주,2018-04,10.6,67,122.4,220.8
99,파주,2018-05,16,76,208.2,236
99,파주,2018-06,20.8,79,137,230.2
99,파주,2018-07,25.5,83,127.4,245.2
99,파주,2018-08,26.5,82,129.5,230.2
99,파주,2018-09,19.2,80,50.3,220.6
99,파주,2018-10,10.3,78,102,220.4
99,파주,2018-11,5,77,50.5,165.2
99,파주,2018-12,-3.2,62,11.2,199.7
99,파주,2019-01,-4,61,.2,219.8
99,파주,2019-02,-1.2,62,23.3,195.2
99,파주,2019-03,4.7,67,25.5,207.9
99,파주,2019-04,10.1,66,38.6,221.6
99,파주,2019-05,17.3,65,37.1,314.4
99,파주,2019-06,20.6,78,62.2,222.8
99,파주,2019-07,24.3,83,259.6,158.8
99,파주,2019-08,25.1,86,161.9,250.1
99,파주,2019-09,20.3,85,283.2,164
99,파주,2019-10,13.9,80,30.4,228.3
99,파주,2019-11,4.8,74,72.2,192.3
99,파주,2019-12,-.8,76,28.2,157.5
99,파주,2020-01,-.6,73,82.3,193.5
99,파주,2020-02,.6,75,54.3,176.4
99,파주,2020-03,5.7,62,12.1,262.3
99,파주,2020-04,9.3,61,17.5,290
99,파주,2020-05,16.4,80,131.8,190.4
99,파주,2020-06,22,80,131.4,227.6
99,파주,2020-07,22.7,86,231.2,162.3
99,파주,2020-08,25.2,93,682.6,108.1
99,파주,2020-09,19.3,84,195.7,198.8
99,파주,2020-10,11.2,76,3.5,233.1
99,파주,2020-11,5.4,75,64.2,171.9
99,파주,2020-12,-3.3,69,5.7,203.3
99,파주,2021-01,-5.1,65,12.9,192.8
99,파주,2021-02,.5,64,10,197.1
99,파주,2021-03,6.7,73,112.4,242.6
99,파주,2021-04,12.2,65,106.4,234.8
99,파주,2021-05,15.5,79,243,212.8
99,파주,2021-06,21.1,85,50.4,198.9
99,파주,2021-07,26.1,85,93.6,256.6
99,파주,2021-08,24.1,84,183.3,180.1
99,파주,2021-09,20.6,83,93.5,209.4
99,파주,2021-10,13,82,79.4,190.5
99,파주,2021-11,5.5,79,47.2,176
99,파주,2021-12,-1.9,71,5.8,193.1
99,파주,2022-01,-5.2,66,7.2,218.6
99,파주,2022-02,-3.6,63,2.6,222
99,파주,2022-03,5.3,70,103.3,195.4
99,파주,2022-04,12.4,65,19.5,271.2
99,파주,2022-05,16.4,69,12.7,301.9
99,파주,2022-06,21.2,84,509.9,156.6
99,파주,2022-07,25.4,89,290.2,187.4
99,파주,2022-08,24.1,90,353.5,160.6
99,파주,2022-09,19.5,84,152.4,214.8
99,파주,2022-10,11.6,82,181.6,217.2
99,파주,2022-11,7.1,78,89.2,171.1
99,파주,2022-12,-5.8,70,8.4,207.1
99,파주,2023-01,-4.5,73,42.9,185.3
99,파주,2023-02,-.4,68,1,200.7
99,파주,2023-03,6.8,62,14.7,238.2
99,파주,2023-04,11.8,68,102.3,185.5
99,파주,2023-05,17.2,76,139.2,232.7
99,파주,2023-06,21.5,85,212,188.7
99,파주,2023-07,25.2,91,441,157.9
99,파주,2023-08,25.2,90,247.8,160.1
99,파주,2023-09,21.6,88,43.1,168
99,파주,2023-10,12.9,83,46.5,203
99,파주,2023-11,4.7,75,75.5,167.4
99,파주,2023-12,-1.1,77,72,145.6
100,대관령,2008-01,-7.2,70,89.1,156.6
100,대관령,2008-02,-7.5,60,5.3,211.2
100,대관령,2008-03,.9,75,57.6,168.2
100,대관령,2008-04,7.6,66,60.4,191.5
100,대관령,2008-05,12.8,68,91.5,202.7
100,대관령,2008-06,14.3,85,104.9,133.5
100,대관령,2008-07,21.5,82,358.6,136.6
100,대관령,2008-08,19,86,181.4,158.1
100,대관령,2008-09,15.2,84,79,178.1
100,대관령,2008-10,10.3,76,31.5,209.6
100,대관령,2008-11,2.1,71,35.7,153.8
100,대관령,2008-12,-3.1,67,33.6,184.5
100,대관령,2009-01,-7.3,64,24.6,202.5
100,대관령,2009-02,-1.2,69,24.9,144.3
100,대관령,2009-03,1.3,66,97.5,188.3
100,대관령,2009-04,7,64,50.4,224.2
100,대관령,2009-05,13.7,65,74.9,221.5
100,대관령,2009-06,17,75,105.2,182.3
100,대관령,2009-07,18.6,85,517.8,106.1
100,대관령,2009-08,18.3,85,189.9,128.3
100,대관령,2009-09,14.5,83,33,173
100,대관령,2009-10,9.6,73,71.4,212.1
100,대관령,2009-11,2,75,120.1,122.7
100,대관령,2009-12,-5.2,67,22,166.3
100,대관령,2010-01,-8.2,68,38.9,196.1
100,대관령,2010-02,-3.8,70,68.6,138.8
100,대관령,2010-03,-1,76,141.6,125.5
100,대관령,2010-04,4.4,63,43,174.4
100,대관령,2010-05,12.6,66,122.6,201.3
100,대관령,2010-06,17.5,72,26.5,238.4
100,대관령,2010-07,21,82,115.4,123.8
100,대관령,2010-08,22.2,85,243.7,98.6
100,대관령,2010-09,15.9,85,332.8,137.6
100,대관령,2010-10,8.7,81,32.9,155.8
100,대관령,2010-11,1.9,63,31.2,230.1
100,대관령,2010-12,-4.3,63,20.1,179.2
100,대관령,2011-01,-11.2,61,11.5,235.9
100,대관령,2011-02,-3.5,70,87.2,163.7
100,대관령,2011-03,-1.3,58,26.7,238.3
100,대관령,2011-04,5.7,63,152.8,201.4
100,대관령,2011-05,12.6,66,125,173.9
100,대관령,2011-06,17.1,74,390.5,197.3
100,대관령,2011-07,20.2,87,436.3,71.8
100,대관령,2011-08,20.4,86,155.7,109.8
100,대관령,2011-09,14.6,82,183,147.2
100,대관령,2011-10,8.1,75,63.7,211.6
100,대관령,2011-11,5.1,76,83.3,124.8
100,대관령,2011-12,-6.4,67,46.4,197.3
100,대관령,2012-01,-7.8,67,27.6,206.3
100,대관령,2012-02,-7.1,59,7.8,219.3
100,대관령,2012-03,-.7,69,82.8,188.5
100,대관령,2012-04,7.7,63,129.1,227
100,대관령,2012-05,12.7,70,59.8,243.4
100,대관령,2012-06,16,86,104.8,160.5
100,대관령,2012-07,20.7,83,269.2,212
100,대관령,2012-08,20.6,87,325.5,129.8
100,대관령,2012-09,14.2,85,161.5,171.9
100,대관령,2012-10,8.7,75,26.7,232.9
100,대관령,2012-11,.7,71,34.7,179.8
100,대관령,2012-12,-8.1,67,59.2,192.3
100,대관령,2013-01,-8.2,69,47.9,191
100,대관령,2013-02,-5.3,61,37.1,209.8
100,대관령,2013-03,1.7,59,55.5,249.1
100,대관령,2013-04,4.6,67,46.9,222.7
100,대관령,2013-05,13.7,67,82.8,251.3
100,대관령,2013-06,17.5,82,83.8,198.7
100,대관령,2013-07,22.1,83,392,148.8
100,대관령,2013-08,22.4,81,51.6,244.5
100,대관령,2013-09,15.2,88,122.5,135.7
100,대관령,2013-10,9.6,80,54.5,201.8
100,대관령,2013-11,1.3,69,44.2,211.9
100,대관령,2013-12,-4.6,72,33.5,201.8
100,대관령,2014-01,-4.8,63,35,187.6
100,대관령,2014-02,-4.7,79,96.7,140.5
100,대관령,2014-03,2.1,64,45,217.9
100,대관령,2014-04,8.1,66,142.7,215.9
100,대관령,2014-05,14.5,58,28.3,301.7
100,대관령,2014-06,16.1,87,88.6,119.5
100,대관령,2014-07,20.5,80,146.8,225
100,대관령,2014-08,18.8,89,350.7,116.6
100,대관령,2014-09,15.1,87,139,201.4
100,대관령,2014-10,9.2,77,182.3,225.1
100,대관령,2014-11,3.7,71,41.4,195.6
100,대관령,2014-12,-6.7,61,11.7,235.5
100,대관령,2015-01,-5.2,69,21.4,191.3
100,대관령,2015-02,-3.5,68,19.9,197.6
100,대관령,2015-03,2,51,21.5,296
100,대관령,2015-04,7.6,67,62.7,226
100,대관령,2015-05,14.7,57,13,329.3
100,대관령,2015-06,16.1,76,88.2,219.9
100,대관령,2015-07,19,84,135.6,164.2
100,대관령,2015-08,20,84,308.2,212.6
100,대관령,2015-09,14,84,65.7,206.2
100,대관령,2015-10,9.2,72,35.5,255.1
100,대관령,2015-11,4.2,85,194.7,99.1
100,대관령,2015-12,-2.2,73,15.5,173.5
100,대관령,2016-01,-7.1,59,2.6,227.7
100,대관령,2016-02,-4.1,63,39,210
100,대관령,2016-03,1.9,63,18.4,221.1
100,대관령,2016-04,8.9,63,84.5,252.7
100,대관령,2016-05,14,61,46.8,321.3
100,대관령,2016-06,17.2,77,64.3,277.8
100,대관령,2016-07,20.1,86,421.3,206.2
100,대관령,2016-08,20.5,85,260.4,253.8
100,대관령,2016-09,15.9,89,102.1,160
100,대관령,2016-10,9.8,84,78.3,185.8
100,대관령,2016-11,2.5,73,13.3,211.6
100,대관령,2016-12,-2.7,72,53,191.4
100,대관령,2017-01,-6.2,65,22.3,241.8
100,대관령,2017-02,-4.3,62,7.2,241.8
100,대관령,2017-03,.3,65,17.8,239.3
100,대관령,2017-04,8.8,58,61.1,286
100,대관령,2017-05,13.8,63,31.6,314
100,대관령,2017-06,15.8,76,73,279.9
100,대관령,2017-07,21.5,87,355.4,207.8
100,대관령,2017-08,19.2,90,293.3,176.8
100,대관령,2017-09,14.6,83,69.3,252
100,대관령,2017-10,9,85,53.3,192.1
100,대관령,2017-11,1.2,61,32.4,237
100,대관령,2017-12,-6.6,61,8.6,240.5
100,대관령,2018-01,-8.5,57,4.3,238.3
100,대관령,2018-02,-6.5,54,43.2,233.3
100,대관령,2018-03,2.3,69,72.9,231
100,대관령,2018-04,8.1,60,128.7,268.4
100,대관령,2018-05,12.5,75,203,265
100,대관령,2018-06,17.1,76,83.5,267.3
100,대관령,2018-07,21.4,86,228,239.5
100,대관령,2018-08,21.1,89,542.6,183
100,대관령,2018-09,14.2,87,195.4,132.1
100,대관령,2018-10,6.9,77,158.4,225.6
100,대관령,2018-11,2.7,73,50.4,170.1
100,대관령,2018-12,-5,60,21,207.4
100,대관령,2019-01,-5.6,53,.5,238.5
100,대관령,2019-02,-3.3,63,16.7,216.2
100,대관령,2019-03,1.6,70,48.5,229.2
100,대관령,2019-04,6.2,66,59.9,236.5
100,대관령,2019-05,14.5,56,5.6,320.7
100,대관령,2019-06,16.3,81,168.5,250.1
100,대관령,2019-07,20.2,88,183.8,164.9
100,대관령,2019-08,21,87,205.8,220.4
100,대관령,2019-09,16.1,91,251.5,149.2
100,대관령,2019-10,10.1,86,176.9,179.3
100,대관령,2019-11,2.9,78,78.4,184.9
100,대관령,2019-12,-2.8,71,2.4,200.3
100,대관령,2020-01,-3.2,76,86.3,175.4
100,대관령,2020-02,-2.7,74,45.5,216.5
100,대관령,2020-03,2.1,70,39.1,273.6
100,대관령,2020-04,4.8,66,64.2,263.2
100,대관령,2020-05,12.8,78,104.6,248.4
100,대관령,2020-06,18.7,80,157.5,239.5
100,대관령,2020-07,17.9,91,382.3,169.8
100,대관령,2020-08,22.2,91,296.7,133
100,대관령,2020-09,14.7,89,551,152.3
100,대관령,2020-10,7.9,79,1.8,221.5
100,대관령,2020-11,3.4,68,22.6,205.7
100,대관령,2020-12,-5.4,63,4.2,221.4
100,대관령,2021-01,-7.3,64,7.8,204.9
100,대관령,2021-02,-2,60,2.2,226.8
100,대관령,2021-03,3,71,86.2,231.9
100,대관령,2021-04,7.5,65,98.4,257.8
100,대관령,2021-05,11.8,73,154,225.5
100,대관령,2021-06,16.8,84,78.6,185.1
100,대관령,2021-07,21.4,88,124.8,263.8
100,대관령,2021-08,19.6,91,217.2,116
100,대관령,2021-09,15.7,91,153.9,153.9
100,대관령,2021-10,9.7,82,65.2,183.6
100,대관령,2021-11,2.7,72,32.6,193.8
100,대관령,2021-12,-3.9,67,6.4,207.9
100,대관령,2022-01,-6.9,62,1.3,233.1
100,대관령,2022-02,-6.4,56,2.2,251.3
100,대관령,2022-03,2.2,68,76.6,226.4
100,대관령,2022-04,9.2,58,43.5,280
100,대관령,2022-05,13.4,59,9.3,310.7
100,대관령,2022-06,17.2,83,245.2,184.3
100,대관령,2022-07,21.3,85,173.3,179.6
100,대관령,2022-08,20.6,87,415.6,137.1
100,대관령,2022-09,15.2,85,206.5,199.8
100,대관령,2022-10,8.2,83,145.4,166.7
100,대관령,2022-11,4.5,66,40,208.4
100,대관령,2022-12,-7.8,57,2.3,123.1
100,대관령,2023-01,-6.3,60,27,114.6
100,대관령,2023-02,-3.2,65,3.5,181.9
100,대관령,2023-03,4.4,59,17.8,247.2
100,대관령,2023-04,8.1,65,54.5,218.4
100,대관령,2023-05,13.5,71,92.5,223
100,대관령,2023-06,17.9,81,194.3,211.2
100,대관령,2023-07,21.9,87,181.9,149.7
100,대관령,2023-08,21.4,88,303.8,142
100,대관령,2023-09,17,89,190.2,139.9
100,대관령,2023-10,9,79,31.2,209.7
100,대관령,2023-11,2.7,65,39.9,188.2
100,대관령,2023-12,-4.1,75,155.2,160.8
101,춘천,2008-01,-3.7,67,9.7,140.7
101,춘천,2008-02,-2.9,55,5.4,210.2
101,춘천,2008-03,5.5,67,61.6,170.3
101,춘천,2008-04,12.6,59,34,198.7
101,춘천,2008-05,16.8,66,108.2,207.5
101,춘천,2008-06,20.5,72,170.1,199.7
101,춘천,2008-07,25.1,80,597.3,101.1
101,춘천,2008-08,24.1,77,297.5,213.9
101,춘천,2008-09,19.7,79,83.3,158.7
101,춘천,2008-10,13.6,78,28.5,166.8
101,춘천,2008-11,5.1,73,13.6,134.9
101,춘천,2008-12,-1.1,71,30.2,133.5
101,춘천,2009-01,-4.7,66,3.4,178.3
101,춘천,2009-02,1.5,66,31.2,125.9
101,춘천,2009-03,5.5,59,55.4,182.1
101,춘천,2009-04,11.6,59,62,205.6
101,춘천,2009-05,18.2,65,97.9,233.1
101,춘천,2009-06,21.5,73,156.9,186.7
101,춘천,2009-07,23.8,77,627.7,159.7
101,춘천,2009-08,24.1,75,279.4,180.1
101,춘천,2009-09,19.6,77,23.3,201.1
101,춘천,2009-10,13.3,74,41.9,188.7
101,춘천,2009-11,5.5,70,49.4,110.5
101,춘천,2009-12,-2.5,69,18.4,132.1
101,춘천,2010-01,-6.5,71,40.6,153.7
101,춘천,2010-02,-.1,66,35.4,135.7
101,춘천,2010-03,3.8,65,65.8,135.2
101,춘천,2010-04,9.2,57,64.2,174
101,춘천,2010-05,17.2,63,106.1,195
101,춘천,2010-06,22.9,68,54.9,219.8
101,춘천,2010-07,25.5,77,220.5,119
101,춘천,2010-08,26,82,468.1,104.4
101,춘천,2010-09,20.3,80,448.5,141.5
101,춘천,2010-10,12.6,76,31.1,172
101,춘천,2010-11,4.2,67,13.9,161.7
101,춘천,2010-12,-3.2,68,32.3,132.3
101,춘천,2011-01,-9.5,65,5.3,211
101,춘천,2011-02,-.6,66,34.5,165.2
101,춘천,2011-03,3.2,55,12.7,232.7
101,춘천,2011-04,10.1,58,116.6,185.7
101,춘천,2011-05,17.1,63,119.5,191.4
101,춘천,2011-06,21.9,71,459.6,201
101,춘천,2011-07,24.4,86,932.5,82.7
101,춘천,2011-08,25.1,82,161.1,113.2
101,춘천,2011-09,19.6,73,64.5,156.8
101,춘천,2011-10,11.8,74,23.6,166
101,춘천,2011-11,8.2,72,82.8,112.6
101,춘천,2011-12,-3,68,16.6,152.8
101,춘천,2012-01,-5.2,65,6.9,162.3
101,춘천,2012-02,-3.8,53,1.7,207.5
101,춘천,2012-03,4.1,58,38.6,161.8
101,춘천,2012-04,11.7,58,148.5,208.2
101,춘천,2012-05,18.2,60,42.6,235.7
101,춘천,2012-06,23.1,64,116.4,208.6
101,춘천,2012-07,25,79,285.9,118.3
101,춘천,2012-08,25.9,79,352.7,151.3
101,춘천,2012-09,19.1,83,146,141.6
101,춘천,2012-10,12.6,78,76.3,195.4
101,춘천,2012-11,3.7,73,59.3,143.4
101,춘천,2012-12,-6.2,74,49.4,148.1
101,춘천,2013-01,-7.2,80,33.3,129
101,춘천,2013-02,-2.9,65,60.6,172.9
101,춘천,2013-03,4.4,59,35.5,235.5
101,춘천,2013-04,9.1,62,69.1,164.3
101,춘천,2013-05,17.9,64,109.8,208.1
101,춘천,2013-06,23.8,68,71.1,215.3
101,춘천,2013-07,25.3,82,871.3,95.8
101,춘천,2013-08,26.7,82,214.1,205.6
101,춘천,2013-09,20.3,82,172.1,172.5
101,춘천,2013-10,13.8,77,7.9,208.6
101,춘천,2013-11,4.5,73,62.3,161.2
101,춘천,2013-12,-2.5,80,31.8,134.7
101,춘천,2014-01,-2.3,69,10.4,167.4
101,춘천,2014-02,.4,67,19.1,169.6
101,춘천,2014-03,7,59,6.8,222.8
101,춘천,2014-04,13.5,61,25.5,206
101,춘천,2014-05,18.9,61,66.6,293
101,춘천,2014-06,23.1,72,64,177.9
101,춘천,2014-07,25.7,77,117.3,199.3
101,춘천,2014-08,24.1,83,169.9,146.6
101,춘천,2014-09,20.3,80,88.7,195.3
101,춘천,2014-10,13.2,78,60.4,193.2
101,춘천,2014-11,6.8,73,28.6,155.7
101,춘천,2014-12,-5.1,66,17.1,174.7
101,춘천,2015-01,-2.7,72,18.2,175.2
101,춘천,2015-02,-.3,68,27.3,165.4
101,춘천,2015-03,5.5,50,13.5,265
101,춘천,2015-04,12.3,60,106.7,204.2
101,춘천,2015-05,19.1,58,34.7,285.8
101,춘천,2015-06,23.4,66,46.8,252.1
101,춘천,2015-07,25,78,233.6,162.9
101,춘천,2015-08,25.6,80,46.8,215.4
101,춘천,2015-09,20.4,73,4.8,232.4
101,춘천,2015-10,13.7,75,61,208.8
101,춘천,2015-11,7.9,83,142.1,90.1
101,춘천,2015-12,0,75,22.3,147.3
